Player Name,Year,Rounds Played in Year,Average Fairway Percentage,Average Driving Distance,Average GIR,Average Putts,Average Scrambling,Average Score,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Top 10 Placements
Matt Every,2014,85,56.72,286.3,63.33,28.82,58.82,70.722,0.733,0.497,-0.234,0.029,-0.031,6
Martin Flores,2014,85,56.71,296,66.54,29.56,57.42,71.199,-0.144,0.218,-0.001,0.391,-0.029,1
Jim Renner,2014,61,56.5,288.2,62.71,29.81,47.98,71.843,-0.792,-1.013,-0.339,0.367,-0.248,1
Jonas Blixt,2014,64,56.16,286.1,61.11,28.77,58.76,71.581,0.303,-0.209,-0.434,-0.299,0.221,1
Scott Stallings,2014,77,56.04,300.4,63.16,29.38,54.17,71.835,-0.305,-0.673,0.135,-0.221,-0.283,1
Retief Goosen,2014,94,55.9,288.8,63.64,29.09,61.12,70.728,0.352,0.329,-0.443,0.151,0.269,2
Jason Kokrak,2014,65,55.64,303.4,65.38,28.8,59.75,70.307,0.222,0.908,0.284,0.476,-0.074,2
Patrick Reed,2014,92,55.59,292.3,63.64,28.76,59.42,70.598,0.249,0.331,0.04,-0.352,0.393,3
Rory Sabbatini,2014,82,55.48,294.2,65.38,29.53,55.35,71.381,-0.326,-0.571,-0.065,0.021,-0.201,3
Steven Bowditch,2014,93,55.13,298.1,63.38,29.15,56.77,71.145,-0.581,-0.182,-0.002,0.094,0.307,1
Seung-Yul Noh,2014,92,55.02,296.5,66.97,29.2,60.33,70.661,-0.121,0.306,-0.268,0.447,0.248,2
Ricky Barnes,2014,92,54.85,290.7,64.96,28.83,61.8,70.671,0.157,0.302,-0.267,0.396,0.015,2
Andres Romero,2014,81,54.79,294.6,60.53,28.53,59.96,70.852,0.353,0.145,0.05,-0.381,0.124,1
J.B. Holmes,2014,86,54.71,308,60.92,28.35,58.51,70.721,-0.075,0.401,0.509,-0.317,0.283,2
Morgan Hoffmann,2014,103,54.09,295.4,62.74,28.53,57.53,70.899,0.506,0.034,-0.172,-0.425,0.125,
Jamie Lovemark,2014,64,53.94,302.4,64.91,29.48,56.2,71.345,-0.585,-0.351,0.374,-0.321,0.181,
Sean O'Hair,2014,77,53.73,300.5,63.42,29.06,59.57,71.24,0.082,-0.244,0.121,-0.473,0.026,1
Tyrone Van Aswegen,2014,79,53.54,290,64.17,29.01,58.25,71.07,0.017,-0.247,-0.735,0.291,0.181,
Ernie Els,2014,85,53.26,291.2,61.6,28.68,61.36,70.736,-0.171,0.483,-0.016,0.141,0.529,2
Ryo Ishikawa,2014,75,53.26,291,64.96,28.79,54.55,70.98,0.092,0.323,-0.259,0.395,0.095,3
Troy Matteson,2014,62,53.09,296.7,61.97,29.43,52.64,72.237,-0.422,-1.337,-0.264,-0.417,-0.233,1
Charles Howell III,2014,106,52.77,304.1,67.66,29.11,61.26,70.134,0.037,0.755,0.498,0.017,0.201,6
Mike Weir,2014,69,52.76,271.2,57.44,28.4,59.84,71.789,0.256,-0.626,-1.582,0.257,0.443,1
James Driscoll,2014,71,52.68,284.2,60.88,28.86,55.4,71.454,0.123,-0.835,-0.661,-0.146,-0.151,
Aaron Baddeley,2014,74,52.29,293.8,59.8,28.15,60.27,70.796,0.872,0.044,-0.589,-0.291,0.051,2
Jimmy Walker,2014,98,51.67,301,67.59,28.73,58.39,69.789,0.479,1.253,0.119,0.608,0.048,9
Andrew Loupe,2014,65,50,308,63.11,28.79,55.56,71.142,0.35,-0.136,0.22,-0.509,-0.196,1
Jerry Kelly,2013,75,71.81,273.2,65.41,28.84,62.96,70.522,0.198,0.592,0.109,0.159,0.125,2
Mark Wilson,2013,56,70.74,278,66.24,29.69,61.39,70.916,-0.21,0.3,0.185,0.252,0.072,3
Steve Stricker,2013,51,70.65,283.6,71.16,28.68,65.57,68.893,0.72,2.193,0.311,0.567,0.596,5
Jim Furyk,2013,80,70.47,275.3,68.3,29.31,59.55,69.828,0.092,1.389,0.023,0.95,0.323,5
Tim Clark,2013,64,70.31,273.9,62.02,28.89,60.19,70.693,0.058,0.144,0.048,0.087,-0.049,3
Chez Reavie,2013,72,70.29,282.8,66.74,29.03,59.86,70.6,-0.009,0.375,0.381,0.186,-0.184,
Henrik Stenson,2013,65,70.09,290.9,71.96,29.91,57.28,69.248,0.004,1.618,0.71,0.776,0.128,6
Zach Johnson,2013,84,69.68,278.8,68.14,29.35,59.66,70.073,0.365,0.844,0.181,0.251,0.047,6
Justin Hicks,2013,79,69.61,280,68.59,29.89,51.89,71.138,-0.219,-0.139,0.218,0.462,-0.6,1
Ken Duke,2013,87,69.28,275.1,63.09,28.92,56.92,71.025,-0.026,-0.065,0.009,0.13,-0.178,2
Jeff Maggert,2013,63,68.83,277.6,66.58,29.25,60.42,71.208,-0.316,-0.267,0.074,0.141,-0.166,2
Jin Park,2013,52,68.82,273.2,63.44,29.24,59.27,71.777,-0.027,-0.512,-0.335,-0.166,0.016,
Brian Davis,2013,91,68.61,278.8,62.15,28.38,58.87,70.69,0.232,0.689,0.051,0.222,0.185,3
John Huh,2013,88,68.53,282,66.6,29.64,59.36,70.758,-0.227,0.298,0.179,0.155,0.19,2
Graeme McDowell,2013,53,68.51,277.5,62.7,29.04,61.09,70.503,0.136,0.543,0.251,0.217,-0.061,4
Ryan Moore,2013,72,68.44,282.3,64.32,29.18,57.68,70.825,-0.028,0.35,0.232,0.007,0.139,3
"Ted Potter, Jr.",2013,65,68.03,280.3,64.48,29.1,60.77,70.615,0.247,0.406,0.166,0.046,-0.052,2
Jordan Spieth,2013,82,67.8,289.4,66.94,28.68,61.07,69.668,0.182,1.473,0.611,0.48,0.2,7
Ben Kohles,2013,75,67.78,279,65.26,29.32,56.08,71.488,0.051,-0.459,-0.042,-0.113,-0.354,1
Darron Stiles,2013,51,67.64,275.1,62.24,29.04,61.26,71.947,-0.427,-0.912,-0.087,-0.401,0.003,
Doug LaBelle II,2013,72,67.42,280.1,64.37,28.9,56.12,71.317,0.545,-0.386,-0.243,-0.479,-0.21,
Roberto Castro,2013,97,67.36,282.3,67.3,29.24,61.47,70.494,-0.465,0.466,0.204,0.379,0.348,2
Kevin Streelman,2013,86,67.25,287.5,66.41,29.33,59.42,70.267,0.246,0.858,0.406,0.214,-0.008,5
Richard Lee,2013,81,66.95,279.1,66.52,29.05,63.58,70.912,0.564,0.313,-0.134,-0.074,-0.043,2
Hunter Mahan,2013,91,66.61,290,67.58,29.41,58.87,70.106,0.382,1.134,0.417,0.285,0.05,4
David Toms,2013,49,66.5,277.4,63.64,29.02,59.72,71.134,-0.379,-0.679,-0.37,-0.026,0.095,1
Colt Knost,2013,69,66.48,271.7,61.71,28.78,56.47,72.264,0.435,-1.279,-0.625,-0.847,-0.242,
Boo Weekley,2013,100,66.36,290.9,69.39,30.13,55.35,70.611,-0.676,0.099,0.594,0.401,-0.221,4
Brendon de Jonge,2013,110,66.28,286.3,68.84,29.1,62.56,70.154,0.03,0.756,0.28,0.414,0.032,3
D.H. Lee,2013,65,66.23,280.9,65.98,29.23,57.79,71.187,0.037,-0.176,-0.142,-0.055,-0.015,3
K.J. Choi,2013,85,66.04,278.3,65.87,29.12,62.98,70.322,0.337,0.845,0.096,0.154,0.258,2
Brian Stuard,2013,78,65.99,281.8,65.77,29.31,60.31,70.869,0.067,-0.068,-0.128,0.118,-0.125,4
Bryce Molder,2013,82,65.95,273.8,63.68,28.4,61.76,70.52,0.594,0.504,-0.538,0.052,0.395,
Graham DeLaet,2013,94,65.8,298.6,70.51,29.63,59.72,70.089,0.1,1.069,0.488,0.64,-0.159,5
Jason Bohn,2013,70,65.74,276.3,64.44,28.79,54.69,71.101,0.185,-0.033,-0.156,0.034,-0.095,2
George McNeill,2013,68,65.62,286,65.28,29.4,59.76,70.876,-0.028,0.185,-0.012,0.255,-0.03,
Vaughn Taylor,2013,50,65.32,289.8,63.53,28.61,56.95,70.897,0.103,-0.038,-0.042,0.148,-0.247,1
Dicky Pride,2013,71,65.24,274.8,64.43,29.07,59.44,71.293,-0.011,-0.361,-0.365,0.012,0.002,2
J.J. Henry,2013,83,64.93,284.7,67.97,30,56.53,70.992,0.146,0.072,0.138,-0.122,-0.089,2
David Lingmerth,2013,68,64.87,285.8,63.24,28.88,58.44,70.996,-0.009,0.015,0.301,-0.255,-0.022,3
Jason Dufner,2013,78,64.81,285.9,67.53,29.4,59.11,69.912,-0.231,0.581,0.475,0.44,-0.103,3
Brian Gay,2013,79,64.79,275.1,56.68,27.51,63.8,71.16,0.428,-0.266,-0.577,-0.453,0.336,1
Brandt Jobe,2013,62,64.78,292.1,66,29.69,54.65,71.175,-0.002,0.121,0.104,0.209,-0.191,
Tom Gillis,2013,69,64.75,286.3,60.68,29.02,60.22,71.559,0.173,-0.543,0.062,-0.905,0.126,
Matt Jones,2013,83,64.74,292.3,66,28.89,63.98,70.245,0.145,0.885,0.396,0.123,0.22,4
Nicholas Thompson,2013,99,64.74,291.6,67.85,29.58,56.89,70.92,-0.281,0.225,0.42,0.373,-0.288,2
Russell Henley,2013,80,64.68,289,64.25,28.94,57.17,70.57,0.609,0.754,0.432,-0.053,-0.233,3
Justin Leonard,2013,86,64.36,276.3,63.11,28.38,59.02,70.863,0.348,0.115,-0.341,-0.255,0.363,1
Kevin Stadler,2013,83,64.21,289.8,68.92,29.51,54.75,70.632,-0.284,0.467,0.41,0.451,-0.11,2
Billy Horschel,2013,96,64.17,293.8,67.48,29.14,55.69,70.244,0.381,0.656,0.465,-0.121,-0.069,7
Bo Van Pelt,2013,72,63.8,285.9,65.63,29.59,53.35,71.08,-0.181,-0.07,0.186,0.025,-0.1,1
Justin Rose,2013,62,63.57,296.6,68.89,29.3,60.71,69.225,-0.188,1.723,0.459,0.961,0.491,5
D.J. Trahan,2013,48,63.54,293.4,67.87,29.67,56.39,71.429,-0.247,-0.531,0.182,-0.448,-0.018,1
D.A. Points,2013,87,63.48,281.1,62.77,29.08,55.92,71.116,-0.161,0,-0.194,0.191,0.163,2
Webb Simpson,2013,92,63.3,285.4,66.67,28.93,57.95,69.783,0.313,1.271,0.216,0.517,0.225,4
Bob Estes,2013,66,63.11,285,64.9,28.41,66.19,70.361,0.335,0.759,-0.216,0.277,0.362,2
Aaron Watkins,2013,46,63.03,277.1,62.25,28.75,59.53,71.77,0.402,-0.589,-0.568,-0.707,0.285,1
Charlie Wi,2013,75,63.02,282.1,60.56,28.34,59.92,71.174,0.176,-0.251,-0.224,-0.498,0.295,1
Cameron Tringale,2013,80,62.89,287.2,67.01,29.09,61.68,70.724,0.104,0.343,-0.079,0.169,0.149,1
Luke Donald,2013,60,62.87,278.1,62.16,28.21,61.52,69.793,0.528,1.279,-0.459,0.583,0.628,4
Keegan Bradley,2013,88,62.82,300.6,66.54,28.94,60.88,69.724,0.25,1.403,0.698,0.27,0.185,7
Greg Chalmers,2013,77,62.8,276.8,61.64,28.01,59.33,71.228,0.857,-0.033,-0.552,-0.237,-0.102,2
Will Claxton,2013,67,62.8,284.9,65.7,30.14,53.47,71.889,-0.709,-0.804,0.341,-0.222,-0.215,
Y.E. Yang,2013,56,62.79,286.7,62.7,29.11,56.65,71.348,-0.069,-0.573,0.133,-0.5,-0.137,
Jim Herman,2013,59,62.71,299.2,67.98,30.22,54.57,71.045,-0.229,0.053,0.55,-0.091,-0.176,2
Lee Westwood,2013,70,62.59,290.3,65.22,29.42,61.57,70.158,-0.484,0.604,0.439,0.479,0.17,6
Brandt Snedeker,2013,79,62.57,281.3,65.68,28.38,60.86,69.791,0.692,1.141,-0.025,0.121,0.354,8
Stuart Appleby,2013,88,62.53,284.7,65.21,28.71,65.21,70.834,0.353,0.241,-0.28,-0.219,0.387,1
Tiger Woods,2013,61,62.5,293.2,67.59,28.85,60,68.944,0.426,2.064,-0.142,1.533,0.247,7
Scott Langley,2013,79,62.45,278.9,64,29.08,59.47,71.269,0.04,-0.171,-0.302,-0.124,0.215,1
David Mathis,2013,71,62.42,280.6,63.6,29.73,52.39,72.222,-0.448,-1.149,-0.328,-0.267,-0.105,1
Ian Poulter,2013,59,62.42,281.7,63.52,28.83,61.49,70.382,0.177,0.514,0.2,-0.153,0.29,3
Chris Stroud,2013,88,62.4,277,64.33,28.4,64.6,70.546,0.34,0.616,-0.578,0.52,0.333,4
Nick Watney,2013,88,62.4,291.2,68.48,29.99,56.35,70.78,0.006,0.512,0.461,0.362,-0.317,2
Rod Pampling,2013,46,62.35,282.6,64.55,29.48,55.97,71.943,-0.564,-0.857,-0.115,-0.568,0.389,
Scott Brown,2013,65,62.32,289.5,64.1,29.03,55.71,71.25,-0.217,-0.067,0.338,-0.174,-0.014,1
Bill Haas,2013,85,62.31,288.2,67.79,29.27,62.01,70.023,0.266,1.265,0.365,0.346,0.289,9
Vijay Singh,2013,61,62.31,288.1,69.13,30.89,57.23,70.995,-0.876,-0.025,0.371,0.501,-0.021,
William McGirt,2013,75,62.3,281.8,65.33,28.88,60.47,71,0.229,0.068,-0.208,-0.118,0.165,2
Rickie Fowler,2013,75,62.27,286.4,63.59,28.65,59.59,70.212,0.425,0.783,0.143,0.141,0.074,4
David Hearn,2013,88,62.08,279.7,64.71,28.48,57.78,70.738,0.484,0.345,-0.199,0.179,-0.119,2
Daniel Summerhays,2013,83,62.08,285.7,64.46,28.72,59.13,70.813,0.221,0.453,-0.062,0.227,0.067,4
Fabián Gómez,2013,65,61.88,289.5,64.1,28.97,59.76,71.33,0.124,-0.248,0.089,-0.435,-0.026,1
Adam Scott,2013,61,61.84,297.8,68.8,29.52,56.38,69.3,-0.027,1.31,0.734,0.548,0.055,5
Lucas Glover,2013,65,61.62,293.7,66.41,30.51,51.91,71.577,-0.851,-0.086,0.541,0.307,-0.083,2
Brendan Steele,2013,86,61.56,290.7,65.99,29.49,57.17,71.053,0.028,0.023,0.025,-0.135,0.105,2
Kevin Chappell,2013,80,61.52,292.9,66.11,29.44,58.4,70.927,-0.338,0.384,0.276,0.37,0.077,3
Michael Thompson,2013,66,61.39,279.4,61.78,29.18,57.71,71.298,-0.12,-0.511,-0.28,-0.179,0.067,3
Justin Bolli,2013,59,61.36,279.1,61.11,29.09,57.14,72.034,0.038,-1.232,-0.273,-0.787,-0.21,2
Martin Kaymer,2013,61,61.36,288.4,64.85,30,52.59,70.559,0.137,0.135,0.402,-0.07,-0.335,3
Pat Perez,2013,69,61.35,290.1,67.87,29.35,56.64,70.835,-0.039,0.284,-0.127,0.505,-0.055,4
Sergio Garcia,2013,65,61.28,291,67.46,28.92,57.45,69.543,0.591,1.519,0.131,0.538,0.259,4
Luke Guthrie,2013,82,61.24,283.5,63.62,29.07,58.85,71.139,-0.205,0.015,-0.116,0.28,0.055,2
Trevor Immelman,2013,73,61.19,283.6,66.51,29.94,59.13,71.491,-0.365,-0.291,-0.181,0.162,0.094,1
Ben Crane,2013,62,60.94,281,63.98,28.98,63.83,70.864,0.024,0.199,-0.143,0.313,0.005,2
Geoff Ogilvy,2013,57,60.94,285.1,62.18,29.82,55.67,71.588,-0.337,-0.649,-0.161,-0.268,0.117,1
Andrew Svoboda,2013,46,60.91,290.1,65.91,29.7,52.96,71.747,0.067,-0.562,-0.027,-0.295,-0.308,
Martin Laird,2013,68,60.78,293.4,63.64,29.5,56.18,71.029,-0.127,0.009,0.389,-0.195,-0.058,2
Josh Teater,2013,86,60.77,293.7,66.53,29.46,53.44,70.904,0.022,0.338,0.365,0.083,-0.133,3
Chad Campbell,2013,78,60.7,288.9,67.03,29.58,58.76,71.234,-0.249,-0.044,-0.286,0.525,-0.033,1
Brian Harman,2013,89,60.64,287.5,62.61,28.54,58.74,71.29,0.147,-0.296,0.316,-0.856,0.096,2
John Senden,2013,79,60.57,289.3,65.95,29.96,53.97,70.97,-0.138,0.078,0.344,-0.258,0.13,
Ben Curtis,2013,59,60.55,274.9,63.84,29.67,54.99,71.531,0.211,-0.248,-0.632,-0.034,0.208,
John Merrick,2013,79,60.51,284.3,66.53,29.27,56.51,70.736,0.063,0.517,0.038,0.365,0.051,2
Derek Ernst,2013,58,60.49,291.5,63.89,29.86,49.34,72.271,-0.216,-1.075,0.231,-0.564,-0.526,1
Ricky Barnes,2013,74,60.31,289.4,70.48,30.29,53.23,71.341,-0.584,-0.278,-0.181,0.714,-0.227,
Robert Karlsson,2013,56,60.19,287.2,63.14,29.67,57.39,71.482,-0.337,-0.286,-0.217,0.125,0.143,1
Steve LeBrun,2013,66,60.16,294.1,67.47,29.71,57.58,71.551,-0.181,-0.398,0.248,-0.28,-0.185,
Henrik Norlander,2013,70,60.13,295,67.4,29.75,55.14,71.36,-0.16,-0.254,0.166,-0.105,-0.155,
Charl Schwartzel,2013,69,59.87,296.1,65.85,29.01,55.02,69.651,0.301,1.268,0.195,0.711,0.061,4
Charlie Beljan,2013,62,59.86,295.4,64.61,29.98,52.66,71.839,-0.205,-0.524,0.424,-0.437,-0.306,1
Greg Owen,2013,73,59.76,292.8,65.73,29.85,54.79,71.554,-0.669,-0.615,0.064,-0.045,0.036,
Lee Williams,2013,62,59.76,275.6,61.67,28.82,64.25,71.792,-0.427,-0.79,-0.514,-0.23,0.38,
Rory Sabbatini,2013,86,59.72,293.1,67.75,29.28,57.77,70.511,-0.274,0.469,0.273,0.468,0.002,5
Chris Kirk,2013,89,59.65,289,65.92,28.26,65.38,70.206,0.456,0.962,-0.213,0.62,0.099,3
Charley Hoffman,2013,84,59.57,294,65.48,29.05,53.83,70.497,0.128,0.578,0.333,0.262,-0.145,5
Robert Streb,2013,75,59.57,297.7,65.57,29.27,57.95,71.089,0,-0.231,0.164,-0.398,0.003,
Kyle Stanley,2013,71,59.54,298.1,67.37,30.45,53.72,71.842,-0.683,-0.332,0.64,0.419,-0.708,3
Carl Pettersson,2013,82,59.43,290.2,62.22,29.08,54.6,71.273,-0.028,-0.129,0.026,-0.252,0.126,1
Cameron Percy,2013,68,59.28,293.6,65.74,29.14,60.44,71.106,0.121,-0.167,0.001,-0.198,-0.092,
David Lynn,2013,70,59.27,277.9,62.48,28.7,60.52,71.016,0.432,0.361,-0.229,-0.164,0.323,2
Bud Cauley,2013,67,59.16,287.5,63.76,29.44,53.04,71.445,-0.57,-0.247,-0.063,0.238,0.148,
Matt Every,2013,89,58.94,288.1,65.54,29.01,56.52,71.023,-0.092,0.293,0.323,0.296,-0.234,3
Matt Kuchar,2013,93,58.93,284.9,65.84,28.64,63.55,69.561,0.398,1.398,-0.01,0.731,0.278,7
Marc Leishman,2013,77,58.77,286.6,65.08,29.25,57.64,70.532,0.08,0.318,-0.099,0.345,-0.009,4
Scott Stallings,2013,79,58.73,295.7,64.63,29,55.07,71.135,0.146,-0.235,0.389,-0.379,-0.392,4
Bubba Watson,2013,76,58.73,303.7,69.41,29.85,54.48,70.276,-0.096,1.069,0.937,0.292,-0.065,3
Johnson Wagner,2013,64,58.69,278.6,64.35,29.82,56.36,72.013,0.271,-0.946,-0.461,-0.32,-0.436,2
Harris English,2013,95,58.65,295.2,66.02,28.95,56.11,70.438,0.477,0.613,0.115,0.098,-0.077,4
James Hahn,2013,78,58.58,293.3,64.71,28.8,55.96,71.222,0.002,-0.067,0.044,-0.079,-0.034,2
John Rollins,2013,77,58.56,295.6,67.43,29.36,57.71,70.779,-0.243,0.227,0.164,0.409,-0.103,2
Camilo Villegas,2013,79,58.56,291.8,66.74,29.13,56.12,70.586,-0.149,0.458,-0.183,0.885,-0.095,2
Stephen Ames,2013,49,58.53,280.7,61.11,28.53,59.18,71.454,0.713,-0.584,-0.662,-0.488,-0.147,
Scott Gardiner,2013,61,58.52,288.4,64.12,29.66,51.97,72.082,-0.33,-0.979,0.069,-0.527,-0.19,
Sangmoon Bae,2013,83,58.39,285.3,63.72,28.8,51.85,71.111,0.371,-0.116,0.053,-0.165,-0.376,2
Padraig Harrington,2013,52,58.39,288.3,60.88,29.24,56.52,71.017,-0.131,-0.089,-0.345,0.067,0.321,3
Brad Fritsch,2013,81,58.06,297,66.59,29.34,55.29,71.085,-0.212,-0.046,0.005,0.313,-0.152,1
Jason Day,2013,86,58.03,299.3,64.93,28.63,61.39,69.732,0.37,0.976,0.452,-0.013,0.167,6
Alistair Presnell,2013,59,58.01,284.6,62.28,29.37,57.36,71.951,-0.02,-1.03,-0.548,-0.585,0.123,
Rory McIlroy,2013,56,57.92,302.2,65.45,28.85,54.68,70.288,-0.093,0.985,0.624,0.42,0.032,5
Robert Allenby,2013,58,57.87,284.9,62.4,29.64,52.77,72.056,-0.337,-0.859,-0.733,0.296,-0.085,1
Jeff Overton,2013,78,57.83,292.4,64.89,28.77,59.23,70.863,0.315,0.327,0.296,0.099,-0.384,2
Ernie Els,2013,63,57.72,289.6,61.74,28.98,58.08,70.491,-0.136,0.308,0.11,0.191,0.143,1
Morgan Hoffmann,2013,64,57.72,295.4,64.67,28.67,57.99,70.613,0.193,0.318,0.227,-0.344,0.242,3
Ryan Palmer,2013,79,57.69,301.5,66.24,28.84,55.63,70.167,0.333,0.883,0.411,0.461,-0.323,4
Gary Woodland,2013,94,57.6,303.8,66.98,29.34,54.58,70.733,0.062,0.459,0.331,0.459,-0.392,1
Eric Meierdierks,2013,48,57.5,301.9,66.55,30.52,50.54,72.414,-0.978,-1.476,0.316,-0.314,-0.501,
Andres Romero,2013,63,57.35,293.1,61.3,28.58,57.91,71.256,0.117,-0.2,-0.05,-0.437,0.17,2
Phil Mickelson,2013,78,57.3,287.9,66.67,28.56,58.55,69.742,0.661,1.436,0.021,0.494,0.26,6
Stewart Cink,2013,71,57.19,290,67.76,29.99,53.16,70.633,-0.238,0.416,-0.264,0.975,-0.058,3
Erik Compton,2013,74,56.89,292.7,65.09,29.01,61.51,71.011,0.234,-0.193,0.012,-0.363,-0.076,1
Jonas Blixt,2013,76,56.54,283.7,60.89,28.39,61.5,71.11,0.312,-0.403,-0.227,-0.882,0.394,2
Tommy Gainey,2013,84,56.34,291,61.04,29.07,53.99,71.892,0.089,-0.781,-0.098,-0.361,-0.411,1
Peter Hanson,2013,45,56.31,295.3,61.24,28.67,58.33,70.368,0.484,0.508,-0.306,0.192,0.138,1
Freddie Jacobson,2013,63,56.26,287.3,61.67,28.5,59.66,70.108,0.449,1.075,0.075,0.304,0.247,3
Ángel Cabrera,2013,73,56.19,294,64.99,29.73,55.43,70.897,0.069,0.063,0.294,-0.241,-0.059,2
Patrick Reed,2013,83,56.13,292,63.79,28.6,60.44,70.807,0.35,0.122,0.089,-0.327,0.011,5
Sean O'Hair,2013,56,55.66,299.7,62,29.75,52.74,72.107,-0.277,-1.022,0.029,-0.576,-0.198,
Ryo Ishikawa,2013,72,55.48,291.3,66.03,29.81,53.27,71.515,-0.683,-0.547,0.11,0.191,-0.165,1
Michael Bradley,2013,56,55.46,285.3,66.13,30.17,53,72.345,-0.45,-1.319,-1.058,0.257,-0.068,
Troy Matteson,2013,68,55.39,294.1,64.81,29.11,59.33,71.889,0.003,-0.61,-0.206,-0.583,0.175,
Robert Garrigus,2013,69,55.37,302.4,66.15,29.62,48.74,71.058,-0.437,0.116,0.509,0.571,-0.528,2
Mike Weir,2013,60,55.07,270.5,56.9,28.07,59.11,71.643,0.288,-0.771,-1.338,-0.12,0.399,
Shawn Stefani,2013,63,54.97,297.2,63.67,29,58.5,71.114,0.338,-0.235,-0.11,-0.308,-0.155,2
Casey Wittenberg,2013,72,54.61,280.5,62.14,29,60.59,71.659,0.254,-0.62,-1.071,-0.067,0.263,1
James Driscoll,2013,76,53.89,287.1,63.81,28.51,59.7,70.888,0.65,0.389,-0.422,0.022,0.139,2
Nicolas Colsaerts,2013,50,53.8,305.7,66.78,30.74,49.82,71.088,-0.579,-0.268,0.552,0.322,-0.563,3
Martin Flores,2013,83,53.67,300.4,65.53,28.92,62.91,70.676,0.08,0.426,0.136,0.092,0.118,2
Scott Piercy,2013,78,53.57,298.2,62.3,29.12,53.24,71.273,-0.184,-0.083,0.144,-0.038,-0.006,4
Tag Ridings,2013,69,53.38,299.6,65.81,29.31,57.5,71.162,0.053,-0.171,-0.054,-0.174,0.003,1
Dustin Johnson,2013,71,53.36,305.8,66.75,29.4,53.22,70.115,-0.101,0.805,0.332,0.663,-0.09,5
Jason Kokrak,2013,78,53.17,303.2,65.67,28.96,58.3,70.924,-0.119,0.19,0.079,0.201,0.029,3
Charles Howell III,2013,87,53.11,294.8,66.73,28.66,64.83,70.272,0.438,0.862,0.133,-0.084,0.374,5
Steven Bowditch,2013,67,53.04,300.2,61.97,28.48,62.47,71.335,-0.046,-0.329,0.041,-0.641,0.316,1
Tim Herron,2013,45,52.24,283.6,59.75,28.82,56.44,71.479,-0.041,-0.338,-0.208,-0.285,0.197,
Jimmy Walker,2013,84,52.18,298.5,66.07,28.87,60.62,70.332,0.276,0.93,0.082,0.407,0.164,5
Bobby Gates,2013,49,51.59,296.2,62.84,29.58,55.15,72.59,0.011,-1.398,-0.58,-0.498,-0.331,1
Seung-Yul Noh,2013,71,51.5,298.8,64.26,29.52,53.36,71.625,-0.463,-0.472,-0.162,-0.163,0.315,1
Aaron Baddeley,2013,68,50.71,288.5,58,27.8,57.72,71.503,0.661,-0.319,-0.603,-0.669,0.293,2
Luke List,2013,65,45.58,306.3,62.39,29.39,54,72.444,-0.267,-1.344,-0.447,-0.533,-0.097,
Jerry Kelly,2012,84,73,276.1,65.63,29.18,59.39,70.955,-0.077,-0.067,-0.018,-0.218,0.245,
Heath Slocum,2012,93,71.69,278.9,67.84,29.87,58.33,70.911,-0.554,-0.035,0.248,0.427,-0.158,
Tim Clark,2012,60,71.6,276.7,64.26,29.33,58.03,70.697,-0.121,0.301,0.285,0.151,-0.014,2
Jim Furyk,2012,85,70.71,280,68.19,29.05,63.83,69.304,0.423,1.752,0.225,0.83,0.275,5
Graeme McDowell,2012,55,70.11,285.5,66.26,29.02,51.83,70.229,-0.282,0.372,0.49,0.641,-0.478,4
David Toms,2012,60,69.75,275.5,66.09,29.22,61.86,70.74,-0.141,0.191,0.131,0.012,0.189,4
Ben Curtis,2012,62,69.7,274.8,68.87,29.36,58.46,70.538,0.505,0.906,-0.044,0.408,0.036,3
Chris DiMarco,2012,83,69.24,273,60.55,28.59,56.86,71.488,-0.113,-0.477,-0.371,-0.073,0.079,1
Gary Christian,2012,91,68.95,281.9,66.99,29.53,55.25,70.82,-0.077,0.149,0.17,0.124,-0.067,1
Richard Lee,2012,71,68.72,285.6,68.29,29.37,54.99,70.809,0.189,0.179,0.106,-0.187,0.071,
John Huh,2012,99,68.69,288.3,66.44,29.15,55.52,70.384,0.167,0.564,0.391,0.031,-0.025,4
Mark Wilson,2012,84,68.62,276,64.03,29.36,57.82,71.375,-0.102,-0.245,-0.255,0.043,0.069,2
Chez Reavie,2012,83,68.57,282.5,66.13,29.86,56.52,71.334,-0.206,-0.045,0.125,0.136,-0.101,
Zach Johnson,2012,95,68.53,281.1,64.95,28.45,60.37,69.821,0.568,1.197,0.112,0.342,0.176,6
Colt Knost,2012,79,68,272.5,62.12,29.14,55.24,71.798,0.184,-0.981,-0.566,-0.545,-0.053,2
John Mallinger,2012,74,67.93,281.4,66.51,29.39,58.77,70.699,-0.086,0.218,-0.086,0.184,0.206,2
Hunter Mahan,2012,88,67.74,293.1,68.97,29.9,53.71,70.346,-0.109,0.541,0.4,0.372,-0.122,4
Brian Davis,2012,91,67.24,277.1,63.47,28.61,58.92,70.807,0.37,0.594,-0.012,0.146,0.09,4
Jeff Maggert,2012,83,67.16,285.3,65.66,29.41,58.48,70.883,-0.127,0.03,0.287,0.084,-0.214,1
Russell Knox,2012,72,67.03,285.8,69.36,29.64,58.24,70.905,0,0.179,0.049,0.025,0.105,
Jason Dufner,2012,83,66.9,292.4,69.17,29.07,62.42,69.456,0.153,1.446,0.553,0.519,0.222,8
