Player Name,Year,Rounds Played in Year,Average Fairway Percentage,Average Driving Distance,Average GIR,Average Putts,Average Scrambling,Average Score,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Top 10 Placements
Webb Simpson,2016,70,62.17,286.3,67.14,29.36,59.42,70.359,-0.482,0.667,0.146,0.728,0.276,2
Ben Martin,2016,92,62.14,288.8,66.73,29.26,54.84,71.282,0.14,0.023,0.079,0.081,-0.277,2
Hideki Matsuyama,2016,76,62.04,294.5,68.11,28.82,60.86,70.034,-0.025,1.29,0.527,0.774,0.015,7
Chris Kirk,2016,90,62.02,285.9,64.05,28.67,62.73,70.92,-0.006,0.653,0.086,0.369,0.205,2
Shane Lowry,2016,57,61.85,298.7,64.51,29.56,53.91,70.64,0.06,0.551,0.489,-0.137,0.139,2
Sergio Garcia,2016,54,61.76,299.9,70.15,29.75,57.66,69.999,-0.388,0.801,0.737,0.482,-0.031,4
Louis Oosthuizen,2016,63,61.67,294,68.15,29.7,54.21,70.327,-0.021,0.836,0.387,0.3,0.17,2
Vaughn Taylor,2016,72,61.59,287,64.43,28.99,54.66,71.028,-0.424,0.033,-0.113,0.612,-0.042,1
Fabián Gómez,2016,82,61.44,289,63.71,29.06,56.59,71.346,0.213,-0.037,0.009,-0.289,0.03,3
Hudson Swafford,2016,104,61.43,306.9,68.8,29.48,54.97,70.875,0.203,0.302,0.403,0.275,-0.578,1
Geoff Ogilvy,2016,63,61.24,291.9,63.65,29.27,56.22,71.464,-0.437,-0.187,-0.081,0.173,0.157,1
Johnson Wagner,2016,86,61.13,289.4,69.38,29.37,57.81,70.781,0.273,0.368,0.03,0.219,-0.154,3
Rory McIlroy,2016,69,61.06,306.8,69.62,29.18,58.7,69.646,-0.207,1.681,1.23,0.447,0.211,6
George McNeill,2016,51,60.99,284.5,64.16,29.43,53.5,71.848,-0.485,-0.791,-0.415,0.278,-0.168,
Wes Roach,2016,59,60.99,294.7,63.23,28.93,56.04,71.7,0.299,-0.316,-0.015,-0.262,-0.338,
Brett Stegmaier,2016,87,60.93,295.3,66.8,29.52,58.27,70.995,-0.06,0.048,0.128,0.133,-0.152,3
Troy Merritt,2016,77,60.89,287.2,63.13,28.61,57.93,71.674,0.244,-0.364,-0.303,-0.138,-0.166,1
D.H. Lee,2016,61,60.85,280.4,60.14,28.96,50.61,73.415,0.042,-1.778,-0.51,-1.317,0.007,
Will MacKenzie,2016,84,60.81,285.6,66.39,29.58,57.23,71.402,-0.479,-0.304,0.032,0.072,0.072,1
James Hahn,2016,85,60.71,290.9,64.58,29.47,55.72,71.245,-0.245,-0.244,-0.025,-0.089,0.116,2
Billy Horschel,2016,73,60.71,293,67.7,29.5,54.55,70.548,0.076,0.81,0.352,0.493,-0.112,4
Chris Stroud,2016,82,60.7,286.3,66.6,29.19,56.96,71.101,0.15,0.121,-0.069,0.159,-0.119,1
Kevin Chappell,2016,93,60.68,296.3,66.37,29.04,59.15,70.501,-0.31,0.77,0.321,0.634,0.126,6
Padraig Harrington,2016,54,60.66,289.6,62.96,28.7,60,71.032,-0.342,-0.067,-0.292,0.159,0.408,1
Michael Thompson,2016,71,60.57,291.4,66.18,29.29,57.49,71.204,-0.213,-0.072,-0.07,0.154,0.058,1
Marc Leishman,2016,89,60.55,295,65.31,28.85,60.34,70.554,0.252,0.51,0.159,-0.092,0.191,2
Peter Malnati,2016,85,60.54,279.7,62.09,28.34,58.79,71.686,0.491,-0.652,-0.538,-0.532,-0.073,3
Kelly Kraft,2016,63,60.36,289.8,67.42,29.17,56.07,71.333,0.185,0.039,0.009,-0.035,-0.12,1
Steve Wheatcroft,2016,85,60.32,286.2,61.93,28.67,60.36,71.429,0.153,-0.221,0.008,-0.394,0.012,2
Brendan Steele,2016,88,60.29,302.2,68.72,29.8,54.76,70.855,-0.257,0.275,0.449,0.272,-0.189,2
Graham DeLaet,2016,70,60.11,297.9,68.35,29.74,52.39,71.074,-0.211,0.072,0.268,0.601,-0.586,3
Derek Ernst,2016,59,60.1,294.6,66.18,29.65,60.52,72.075,-0.556,-0.683,0.152,-0.291,0.012,
John Senden,2016,88,60.07,289.7,68.86,29.48,59.13,70.717,0.329,0.51,0.232,0.198,-0.25,1
Sam Saunders,2016,69,59.78,291.8,64.36,29.18,56.59,71.427,0.06,-0.232,-0.191,-0.105,0.003,2
Cameron Tringale,2016,81,59.57,285.1,65.66,29.13,57.14,71.256,0.057,-0.024,-0.443,0.257,0.104,1
D.A. Points,2016,55,59.47,282.3,65.36,29.18,57.86,71.655,-0.596,-0.406,-0.492,0.64,0.041,
Scott Piercy,2016,87,59.41,297.9,67.33,29.48,57.29,70.855,-0.286,0.192,0.448,0.039,-0.009,3
Sung Kang,2016,89,59.36,292.4,65.26,29.06,59.74,70.856,0.186,0.004,-0.009,-0.121,-0.053,2
Willy Wilcox,2016,67,59.34,292.9,63.42,28.74,58.18,71.055,-0.027,-0.089,0.04,0.159,-0.261,2
J.J. Henry,2016,68,59.33,287.3,67.51,30.45,53.11,72.019,-0.237,-0.711,-0.144,-0.226,-0.104,
Harold Varner III,2016,92,59.33,302,66.24,29.73,56.53,71.045,-0.377,0.101,0.529,0.021,-0.072,4
Jeff Overton,2016,69,59.25,285,63.85,29.05,63.59,71.466,-0.416,-0.492,-0.054,-0.157,0.134,1
Greg Owen,2016,85,59.22,297.7,69.75,30.33,51.7,71.677,-0.947,-0.415,0.28,0.532,-0.28,1
Cameron Smith,2016,73,59.21,286.3,62.72,29.22,55.29,71.759,-0.057,-0.763,-0.357,-0.286,-0.062,
Brendon de Jonge,2016,83,59.19,287.5,65.64,29.25,56.49,71.603,0.156,-0.332,-0.23,-0.196,-0.063,
Freddie Jacobson,2016,86,59.03,280.3,64.86,28.48,60.29,70.809,0.478,0.047,-0.349,-0.129,0.046,3
Martin Piller,2016,59,58.97,286.6,64.33,28.84,58.47,71.813,0.562,-0.4,-0.253,-0.478,-0.231,2
Sean O'Hair,2016,89,58.84,302.2,67.17,29.02,57.79,70.677,0.208,0.371,0.325,-0.187,0.024,1
Rickie Fowler,2016,80,58.69,301.6,69.26,29.16,62.21,70.118,0.153,1.378,0.529,0.308,0.387,7
Brandt Snedeker,2016,93,58.69,292.6,65.67,28.66,62.73,70.203,0.343,0.86,0.032,0.176,0.31,7
Daniel Summerhays,2016,99,58.65,288,63.02,28.54,57.21,70.771,0.592,0.236,-0.126,-0.257,0.027,2
Michael Kim,2016,100,58.64,284.3,62.96,28.54,61.25,71.203,0.277,-0.089,-0.151,-0.105,-0.11,
Brooks Koepka,2016,75,58.6,302.6,66.98,28.81,55.53,69.956,0.445,1.092,0.542,0.139,-0.033,7
Steve Marino,2016,72,58.46,292,66.01,29.37,56.97,71.467,0.045,-0.458,0.112,-0.343,-0.272,2
Jason Kokrak,2016,89,58.41,307.4,68.66,29.64,58.37,70.57,-0.27,0.56,0.603,0.426,-0.199,2
Stewart Cink,2016,61,58.4,296.9,70.4,30.18,53.54,70.846,-0.398,0.062,-0.049,0.492,0.017,
Shawn Stefani,2016,91,58.4,292.1,66.48,29.59,60.57,71.287,-0.336,-0.144,0.003,0.073,0.116,1
Hiroshi Iwata,2016,85,58.34,288.8,59.5,28.34,59.34,71.693,0.154,-0.621,-0.127,-0.606,-0.042,1
Jordan Spieth,2016,80,58.14,295.4,63.52,27.82,63.93,69.52,0.758,1.569,0.402,0.145,0.264,6
Ángel Cabrera,2016,62,58.06,294.6,63.08,29.66,55.1,72.175,-0.352,-1.061,0.085,-0.254,-0.54,
Brendon Todd,2016,66,58.02,280.1,54.23,27.86,61.46,72.728,0.462,-1.593,-1.043,-1.424,0.412,
Tyler Aldridge,2016,83,57.95,285.2,65.54,29.43,57.96,71.412,-0.129,-0.24,-0.115,-0.031,0.036,
Justin Rose,2016,65,57.9,303.9,67.92,29.58,58.1,70.148,-0.197,1.128,0.678,0.409,0.237,5
Ryan Palmer,2016,86,57.88,304.7,67.83,28.92,57.63,70.229,-0.094,0.774,0.625,0.234,0.009,2
Morgan Hoffmann,2016,71,57.8,294.4,63.27,28.94,58.24,71.372,0.208,-0.116,-0.07,-0.192,-0.062,1
Jonas Blixt,2016,79,57.79,290.3,60.96,27.99,61.05,71.19,0.52,-0.101,-0.287,-0.361,0.026,2
Patrick Rodgers,2016,89,57.74,300.5,69.22,29.75,58.17,70.833,-0.193,0.311,0.356,-0.009,0.157,3
Matt Jones,2016,83,57.55,294.8,63.96,29.11,56.26,71.223,-0.306,-0.376,0.013,-0.272,0.188,
Robert Streb,2016,87,57.48,294.7,66.2,29.9,55.77,71.223,-0.432,0.122,0.062,0.279,0.213,1
Chad Collins,2016,73,57.41,279.3,62.4,28.81,60.53,71.532,-0.004,-0.452,-0.629,-0.226,0.407,1
Jamie Lovemark,2016,91,57.32,304.8,65.32,28.9,61.44,70.896,0.142,0.463,0.532,-0.497,0.286,5
Bronson Burgoon,2016,83,57.3,293.1,66.24,29.3,58.33,71.132,0.015,-0.202,0.073,0.127,-0.417,
Nick Taylor,2016,83,57.21,296.2,65.82,29,59.26,71.281,-0.154,-0.068,0.149,0.06,-0.123,1
Dustin Johnson,2016,87,57.17,313.6,67.82,28.49,59.58,69.172,0.328,1.993,1.117,0.477,0.07,12
Hunter Mahan,2016,61,57.13,294.8,62.75,29.16,55.26,72.105,0.291,-0.773,0.034,-0.787,-0.311,
Scott Stallings,2016,74,56.95,295.5,66.11,29.11,58.08,70.966,-0.291,0.158,0.225,0.201,0.023,1
Dawie van der Walt,2016,72,56.89,290.2,66.75,29.49,52.03,71.376,-0.061,-0.274,-0.013,0.21,-0.41,
Charl Schwartzel,2016,73,56.86,296.7,68.73,29.34,59.64,70.004,-0.137,1.043,0.304,0.652,0.224,3
Vijay Singh,2016,72,56.73,289.8,62.73,29.01,56.52,71.057,-0.093,0.128,0.023,-0.01,0.209,2
Luke Donald,2016,81,56.69,282.9,64.61,28.95,64.15,70.918,0.148,0.378,-0.665,0.465,0.429,2
Gary Woodland,2016,95,56.69,306.1,68.74,29.26,60.16,70.234,-0.13,0.968,0.547,0.463,0.088,2
Daniel Berger,2016,92,56.68,298.4,67.67,29.08,56.95,70.339,0.175,0.893,0.329,0.49,-0.1,5
Chesson Hadley,2016,81,56.58,296.5,65.26,29.25,54.05,71.541,-0.165,-0.213,-0.038,0.133,-0.142,
Jhonattan Vegas,2016,97,56.57,304.4,69.71,29.68,58.97,70.903,0.098,0.604,0.478,0.15,-0.123,5
Retief Goosen,2016,55,56.4,288.8,62.73,28.44,60.16,70.581,0.462,0.613,-0.385,0.08,0.457,
Anirban Lahiri,2016,72,56.31,291.7,62.88,28.88,56.4,71.139,-0.02,0.068,0.025,0.143,-0.08,1
Patrick Reed,2016,105,55.96,297.4,64.65,28.4,63.97,70.17,0.28,1.026,0.183,0.158,0.406,9
Tom Hoge,2016,81,55.81,289.5,62.48,28.83,58.46,71.444,-0.069,-0.323,-0.315,0.236,-0.175,2
Adam Scott,2016,79,55.55,304.6,70.76,29.5,59.5,69.47,-0.168,1.894,0.522,1.491,0.049,5
Luke Guthrie,2016,57,55.53,289.3,63.13,28.29,60.55,71.416,0.404,-0.444,-0.819,-0.075,0.046,1
Aaron Baddeley,2016,93,55.42,291.7,63.11,28.06,64.3,70.888,0.581,0.234,-0.363,-0.382,0.398,5
Rob Oppenheim,2016,67,55.28,281.2,63.58,29.14,59.56,71.435,-0.046,-0.322,-0.716,0.285,0.156,1
Patton Kizzire,2016,93,55.23,291.3,64.48,28.88,56.24,70.921,0.46,0.382,-0.343,0.37,-0.105,5
Branden Grace,2016,63,55.14,295.6,66.76,29.28,59.05,70.204,-0.105,0.855,0.326,0.603,0.032,6
Martin Laird,2016,82,55.14,298.5,67.66,29.31,58.37,70.867,0.157,0.297,-0.213,0.297,0.057,3
Bubba Watson,2016,72,55.11,310.6,69.16,29.78,52.74,70.333,-0.367,0.992,0.983,0.393,-0.017,3
Robert Allenby,2016,51,55.06,282.2,63.73,30.41,50.75,73.117,-0.491,-1.95,-0.631,-0.46,-0.368,
Harris English,2016,97,55.01,299.2,64.83,28.88,60.1,70.463,0.592,0.574,-0.344,0.2,0.127,3
Phil Mickelson,2016,75,54.82,294.8,66.05,28.21,64.32,69.582,0.565,1.364,-0.145,0.726,0.218,6
Charley Hoffman,2016,91,54.8,298.2,64.58,29.17,57.75,70.658,-0.036,0.562,0.496,0.188,-0.085,1
Andres Gonzales,2016,80,54.55,294.7,66.17,29.5,55.79,71.681,0.008,-0.462,-0.222,-0.112,-0.135,1
Ricky Barnes,2016,97,54.27,287.6,65.77,28.52,59.86,70.784,0.386,0.295,-0.518,0.199,0.227,4
Justin Thomas,2016,99,53.94,301.3,65.63,29.28,55.56,70.571,-0.185,0.32,0.029,0.494,-0.017,5
Robert Garrigus,2016,69,53.91,303.3,69.32,29.57,53.48,70.848,-0.213,0.632,0.401,0.685,-0.242,3
Erik Compton,2016,65,53.64,284.7,58.64,28.3,56.93,71.884,-0.019,-0.698,-0.354,-0.393,0.067,
Ernie Els,2016,66,52.93,292.8,61.2,28.82,54.66,71.371,0.405,-0.024,0.065,-0.48,-0.014,1
Smylie Kaufman,2016,91,52.91,299,66.29,29.18,54.87,71.015,0.134,0.322,0.082,0.065,0.041,4
Tyrone Van Aswegen,2016,105,52.91,288,64.81,29.15,60.84,71.189,-0.078,-0.054,-0.5,0.544,-0.019,2
Carlos Ortiz,2016,79,52.77,298.9,64.44,29.47,50,71.906,-0.223,-0.701,-0.321,0.122,-0.278,
Charles Howell III,2016,91,52.6,303.4,68.01,29.08,60.88,70.418,0.133,0.673,0.131,0.082,0.327,5
Tony Finau,2016,95,52.48,312.2,65.09,29.2,57.96,70.797,-0.108,0.118,0.455,-0.174,-0.054,2
Rhein Gibson,2016,58,52.45,297.5,68.11,29.96,54.84,72.086,-0.266,-0.708,-0.067,0,-0.376,
Camilo Villegas,2016,83,52.18,287,62.1,28.81,59.55,71.44,0.203,-0.369,-0.764,0.08,0.113,
Derek Fathauer,2016,94,52.02,288.2,62,28.5,59.1,71.073,0.353,-0.399,-0.514,-0.227,-0.012,1
J.B. Holmes,2016,77,51.68,314.5,65.17,28.84,56.68,70.523,-0.153,0.481,0.633,-0.208,0.209,5
Luke List,2016,79,50.98,306.9,67.17,29.14,60.88,70.754,-0.273,0.436,0.427,0.278,0.004,2
Jason Day,2016,76,50.46,304.2,67.23,28.06,61.92,69.313,1.13,2.118,0.186,0.426,0.375,9
Seung-Yul Noh,2016,85,49.12,295.3,64.54,28.9,57.25,71.061,0.176,0.026,-0.637,0.114,0.374,1
Jimmy Walker,2016,85,48.31,301.3,63.96,28.78,57.71,70.393,0.243,0.892,-0.141,0.58,0.21,4
Andrew Loupe,2016,75,45.56,309.3,63.41,28.63,52.83,71.423,0.301,-0.115,0.038,-0.295,-0.158,4
Steven Bowditch,2016,71,43.02,288.9,54.46,28.61,49.14,74.262,0.131,-3.209,-1.616,-1.68,-0.044,1
Francesco Molinari,2015,56,76.88,281.6,71.07,29.94,58.33,70.458,-0.255,0.604,0.324,0.572,-0.037,2
David Toms,2015,62,74.5,270,64.66,28.74,63.96,71.092,-0.102,0.076,-0.041,-0.028,0.248,2
Chez Reavie,2015,56,71.89,286.3,69.64,29.63,55.88,71.146,-0.262,0.08,0.384,0.298,-0.34,
Justin Leonard,2015,61,71.7,271.6,62.57,28.82,61.8,71.517,0.231,-0.313,-0.486,-0.224,0.166,
Jason Bohn,2015,95,71.58,277.1,68.89,28.54,60.9,70.235,0.239,0.777,0.019,0.561,-0.042,5
Steven Alker,2015,62,71.41,278.3,66.57,28.73,61.5,71.094,-0.146,0.017,-0.129,-0.114,0.406,
Colt Knost,2015,90,71.24,276.6,67.44,28.98,58.93,70.698,0.348,0.196,-0.084,0.017,-0.085,4
Zach Johnson,2015,90,71.21,282.6,68.58,28.78,60.98,69.753,0.04,1.12,0.24,0.605,0.236,8
Jerry Kelly,2015,79,70.45,277.2,65.96,28.46,64.46,70.383,0.25,0.436,0.073,-0.052,0.166,3
Brendon Todd,2015,96,70.24,276.4,65.47,28.39,62.63,70.533,0.582,0.83,-0.168,0.136,0.28,4
Ryan Moore,2015,81,70.05,282.6,65.24,28.51,60.25,70.829,0.16,0.578,0.071,0.246,0.102,4
Henrik Stenson,2015,63,69.91,296.4,73.52,29.87,62.24,69.354,0.436,2.21,0.448,1.244,0.082,4
Heath Slocum,2015,57,69.51,275.8,62.79,29.25,56.9,72.362,-0.594,-1.564,-0.229,-0.759,0.018,
John Huh,2015,102,69.44,279.8,64.85,28.71,62.6,71.037,0.279,0.088,-0.041,-0.12,-0.03,
Brian Stuard,2015,97,69.31,276.5,63.2,28.57,60.23,71.341,0.116,-0.24,-0.103,-0.2,-0.052,1
Spencer Levin,2015,99,69.09,283.7,68.27,29.6,59.75,70.837,-0.065,0.07,0.204,0.181,-0.25,1
Jim Furyk,2015,71,69.08,281.9,69.79,29.39,62.93,69.845,-0.024,1.634,0.064,1.081,0.513,6
Willy Wilcox,2015,58,68.98,296.6,72.53,29.46,62.55,69.804,0.322,1.186,0.662,0.144,0.058,4
Nicholas Thompson,2015,90,68.7,286,68.6,29.81,52.06,71.396,-0.493,-0.712,0.37,-0.139,-0.45,1
Kevin Streelman,2015,95,68.63,289.5,68.99,29.65,58.66,71.282,-0.219,0.133,0.563,0.005,-0.216,2
Cameron Tringale,2015,96,68.5,281.8,64.58,29,62.09,70.92,0.125,0.369,-0.074,-0.054,0.373,2
John Merrick,2015,78,68.32,285,67.64,29.65,57.31,71.334,-0.775,-0.356,0.056,0.358,0.006,
Zac Blair,2015,108,67.91,273.1,65.54,28.68,64.81,70.714,0.527,0.171,-0.299,-0.188,0.131,1
Ken Duke,2015,93,67.91,278.1,64.17,29.01,58.71,71.306,-0.222,-0.378,0.067,0.025,-0.248,3
William McGirt,2015,103,67.87,280.4,67.85,28.96,64.09,70.647,0.06,0.455,0.087,0.06,0.248,1
Webb Simpson,2015,81,67.85,289.4,67.81,29.35,64.38,70.31,-0.646,0.7,0.225,0.582,0.539,5
Jason Dufner,2015,76,67.81,286.7,69.03,29.6,55.28,70.633,-0.7,0.222,0.242,0.399,0.281,2
Russell Knox,2015,96,67.76,284.4,70.83,29.56,59.92,70.421,-0.021,0.806,0.098,0.622,0.107,3
Brian Davis,2015,86,67.66,275.5,62.26,28.51,60.68,71.656,0.081,-0.512,-0.119,-0.503,0.029,2
John Peterson,2015,84,67.52,288.1,68.32,29.21,63.47,70.735,-0.184,0.251,0.333,0.276,-0.175,
Ben Crane,2015,62,67.49,271,63.22,28.95,61.98,71.975,0.201,-0.558,-0.303,-0.486,0.03,
Jon Curran,2015,83,67.46,273.5,66.39,29.28,61.72,70.849,-0.028,-0.088,-0.406,0.077,0.27,5
Jim Herman,2015,88,67.1,293.8,73.23,30.22,58.02,70.719,-0.03,0.376,0.467,0.285,-0.345,2
Kevin Kisner,2015,104,66.85,287.8,66.24,28.72,62.66,70.344,0.24,0.628,0.316,0.141,-0.068,6
Bryce Molder,2015,91,66.8,277.9,65.45,28.68,62.85,70.779,0.508,0.189,-0.294,-0.181,0.156,2
Jason Gore,2015,76,66.67,290.4,67.52,29.4,54.87,71.273,-0.067,0.089,0.284,0.266,-0.393,2
John Senden,2015,80,66.6,290.2,67.26,29.53,55.2,71.09,-0.061,0.082,0.331,-0.171,-0.017,3
Mark Hubbard,2015,79,66.32,278.5,66.81,29.23,61.52,71.227,-0.102,-0.383,-0.06,-0.35,0.128,
Billy Hurley III,2015,83,65.91,271.9,65.26,28.84,64.17,71.043,0.311,-0.112,-0.635,0.114,0.098,1
Roberto Castro,2015,54,65.76,279.8,66.11,29.8,54.43,71.334,-0.732,-0.12,0.079,0.347,0.187,
Chad Campbell,2015,97,65.75,285.2,68.61,29.41,59.31,70.604,-0.045,0.437,0.13,0.192,0.159,2
Sung Joon Park,2015,79,65.73,283.7,64.72,29.23,64.42,71.469,-0.421,-0.588,0.104,-0.326,0.055,1
Pat Perez,2015,96,65.7,284.6,67.88,28.71,60,70.666,0.364,0.586,-0.01,0.187,0.045,2
Brendon de Jonge,2015,106,65.69,285.3,67.51,29.03,59.19,70.642,-0.007,0.312,0.276,0.196,-0.152,3
Jonathan Byrd,2015,69,65.6,287.5,67.35,28.94,64.92,70.83,0.084,0.232,-0.145,-0.303,0.596,
David Lingmerth,2015,90,65.51,289.5,64.94,28.66,61.27,70.8,0.039,0.405,0.379,0.013,-0.025,4
Graham DeLaet,2015,65,65.46,298.7,69.15,29.26,57.34,70.72,-0.012,0.287,0.027,0.328,-0.056,3
Adam Hadwin,2015,95,65.43,288.2,66.55,29.15,58.39,71.021,0.235,0.183,0.088,-0.183,0.044,3
Hideki Matsuyama,2015,95,65.25,294.5,69.2,28.79,61.92,69.94,0.076,1.464,0.496,0.637,0.254,8
Ben Martin,2015,93,65.09,288.1,68.7,29.64,54.04,70.95,0.127,0.28,-0.016,0.268,-0.1,5
Davis Love III,2015,51,64.94,294.7,67.43,29.67,57.19,71.289,-0.347,-0.377,0.189,-0.335,0.116,2
Keegan Bradley,2015,87,64.85,306.1,67.53,29.49,58.25,70.45,-0.07,1.018,0.436,0.389,0.263,3
Mark Wilson,2015,89,64.53,279.2,67.84,29.35,60.37,70.991,-0.065,0.026,-0.299,0.013,0.377,3
Russell Henley,2015,87,64.39,297.1,67.06,29.01,57.43,70.581,0.579,0.462,0.343,-0.269,-0.191,4
Brian Harman,2015,90,64.37,287.9,66.67,29.09,59.63,70.647,0.236,0.413,0.322,-0.176,0.03,3
Derek Ernst,2015,75,64.3,295.1,66.51,29.7,57.24,71.453,-0.516,-0.531,0.676,-0.547,-0.144,
Chris Stroud,2015,84,64.22,283,65.67,28.95,59.92,71.194,-0.176,0.002,-0.249,0.132,0.295,2
Paul Casey,2015,87,64.16,297.8,72.36,29.77,56.13,69.806,0.014,1.216,0.392,0.991,-0.182,7
David Hearn,2015,97,64.16,280.6,67.98,28.93,57.42,70.843,0.358,0.356,-0.216,0.243,-0.029,4
George McNeill,2015,93,64.1,286.2,66.43,29.01,61.21,70.478,0.212,0.563,-0.223,0.645,-0.071,1
K.J. Choi,2015,66,64.09,276.5,63.8,28.71,63.12,71.372,0.415,0.256,-0.522,0.153,0.21,
Sam Saunders,2015,83,64,293.2,65.23,29.37,57.79,71.668,-0.136,-0.496,0.307,-0.294,-0.372,1
Danny Lee,2015,120,63.92,283.1,65.69,28.27,60.86,70.398,0.374,0.729,-0.301,0.718,-0.062,7
Justin Rose,2015,69,63.87,303.5,70.54,29.17,59.14,69.744,0.023,1.493,0.55,0.692,0.228,7
Kevin Chappell,2015,86,63.86,293.5,66.02,28.95,59.32,70.672,0.168,0.37,0.16,-0.105,0.148,2
Chad Collins,2015,79,63.82,278.4,66.1,28.56,66.18,70.681,0.012,0.214,-0.25,0.246,0.205,1
Lucas Glover,2015,79,63.82,296.9,70.46,30.54,55,71.291,-1.351,-0.181,0.591,0.691,-0.111,
Alex Cejka,2015,94,63.78,283.3,65.7,28.93,60.39,71.117,-0.232,-0.217,-0.233,0.113,0.135,1
Billy Horschel,2015,99,63.77,295,69.33,29.71,57.61,71.05,0.244,0.446,0.366,0.137,-0.301,2
Blayne Barber,2015,76,63.72,288.6,66.44,28.89,59.51,71.127,0.313,0.015,0.208,-0.352,-0.154,4
Bill Lunde,2015,50,63.59,287.7,68.72,30.02,57.53,71.796,-0.52,-1.244,0.11,-0.592,-0.242,
Ian Poulter,2015,68,63.58,286.7,65.71,28.81,60.76,70.421,0.225,0.554,-0.054,0.235,0.147,4
Bill Haas,2015,89,63.35,290.7,68.8,29.58,61.9,70.672,-0.229,0.46,0.14,0.422,0.126,5
Hudson Swafford,2015,97,63.34,298.9,68.54,29.32,55.39,70.732,0.36,0.338,0.273,0.109,-0.404,1
Boo Weekley,2015,79,63.27,292,67.72,29.27,59.91,70.775,-0.246,0.425,0.548,0.108,0.015,6
Matt Kuchar,2015,97,63.23,288.5,66.55,28.39,63.78,70.04,0.316,1.133,0.136,0.202,0.479,5
Tim Wilkinson,2015,73,63.09,279.1,62.44,28.92,58.33,71.944,-0.278,-0.847,-0.326,-0.523,0.28,
Robert Allenby,2015,63,63.06,282.7,66.67,30.03,51.69,72.102,-0.754,-0.97,-0.262,0.26,-0.213,1
Steve Wheatcroft,2015,87,63.03,288.3,64.59,28.59,60.68,71.072,0.345,-0.038,0.148,-0.45,-0.082,2
Jordan Spieth,2015,91,62.91,291.8,67.87,27.82,65.03,68.938,0.571,2.154,0.494,0.618,0.471,14
Troy Merritt,2015,91,62.83,285.2,63.37,28.59,61.83,71.458,0.384,-0.195,-0.326,-0.199,-0.054,3
Scott Brown,2015,97,62.77,288.2,65.18,28.56,60.69,70.797,-0.031,0.185,0.296,0.031,-0.111,3
Charlie Beljan,2015,76,62.61,309.8,65.51,29.97,48.77,72.01,-0.799,-0.933,0.583,-0.293,-0.424,1
Kevin Na,2015,98,62.51,280.1,64.56,28.35,62.87,70.121,0.233,0.944,-0.329,0.381,0.66,6
Greg Chalmers,2015,58,62.17,281.5,63.79,28.59,57.39,71.363,0.529,-0.605,-0.323,-0.782,-0.028,
Johnson Wagner,2015,68,62.11,290.7,68.95,29.37,59.47,70.807,0.203,0.095,-0.013,0.106,-0.201,3
Rickie Fowler,2015,76,62.08,296.8,65.81,28.44,61.1,70.23,0.309,1.088,0.123,0.59,0.066,5
Shawn Stefani,2015,94,62.06,296.3,68.79,29.02,56.44,70.421,0.074,0.497,0.332,0.283,-0.192,3
Alex Prugh,2015,84,62.03,295.2,70.14,30.04,53.02,71.089,-0.055,-0.004,0.319,-0.085,-0.183,2
Chris Kirk,2015,76,61.97,285.8,64.54,28.6,60.3,70.959,0.065,0.414,-0.15,0.302,0.198,3
Scott Langley,2015,94,61.9,280.5,64.67,28.99,59.15,71.032,0.018,0.126,-0.128,0.056,0.18,
Daniel Summerhays,2015,101,61.79,284,65.62,28.54,57.76,70.397,0.644,0.541,-0.111,0.194,-0.186,3
Oscar Fraustro,2015,58,61.78,289.5,63.17,28.81,56.42,72.08,-0.283,-1.316,0.259,-0.637,-0.655,1
Kyle Reifers,2015,96,61.59,288,67.03,29.16,61.36,70.854,0.036,0.136,0.108,-0.084,0.076,2
Michael Putnam,2015,87,61.47,288.8,70.13,29.84,59.08,71.156,-0.526,-0.153,-0.025,0.42,-0.022,
Brice Garnett,2015,81,61.25,287.1,68.28,29.77,55.65,71.453,-0.089,-0.532,-0.198,-0.327,0.082,1
Brendan Steele,2015,88,61.13,302.9,68.52,29.13,60.08,70.413,-0.047,0.958,0.363,0.6,0.041,4
Nick Watney,2015,91,61.08,294,67.34,29.32,58.69,70.68,-0.403,0.258,0.31,0.238,0.112,3
Brandt Snedeker,2015,98,60.98,288.4,64.97,28.26,63.27,70.158,0.588,0.607,-0.126,-0.199,0.344,8
Gonzalo Fernandez-Castaño,2015,81,60.97,289.3,63.92,29.1,57.8,71.5,-0.522,-0.646,0.187,-0.495,0.183,
Scott Pinckney,2015,88,60.95,290.3,67.61,29.48,55.75,71.103,0.294,-0.131,0.123,-0.409,-0.14,3
Fabián Gómez,2015,83,60.88,283.2,63.52,28.72,58.72,71.207,0.062,-0.324,-0.216,-0.057,-0.113,2
Charl Schwartzel,2015,67,60.81,300.4,64.99,29.57,54.66,71.093,-0.555,0.073,0.669,-0.132,0.092,3
Daniel Berger,2015,97,60.74,302.1,68.84,29.23,60.66,70.581,-0.193,0.489,0.372,0.526,-0.217,5
Sean O'Hair,2015,86,60.74,295.3,64.34,28.42,59.42,71.03,0.169,0.18,0.153,-0.284,0.142,2
Bo Van Pelt,2015,81,60.73,289.5,66.88,29.54,55.84,71.497,0.118,-0.25,-0.296,0.054,-0.126,2
